;SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;Score90Home;Score90Guest;TabelleHome;TabelleGuest;OddsHome;OddsDraw;OddsGuest
14329;2010;2011;1;Friday;20.08.2010;20:30;Bayern;Wolfsburg;2;1;1;1;147;413;698
14330;2010;2011;1;Saturday;21.08.2010;15:30;Hoffenheim;Bremen;4;1;1;1;262;335;257
14331;2010;2011;1;Saturday;21.08.2010;15:30;Gladbach;Nuernberg;1;1;1;1;189;344;405
14332;2010;2011;1;Saturday;21.08.2010;15:30;Koeln;Klautern;1;3;1;1;217;329;332
14333;2010;2011;1;Saturday;21.08.2010;15:30;Freiburg;St. Pauli;1;3;1;1;208;339;344
14334;2010;2011;1;Saturday;21.08.2010;15:30;Hannover;Frankfurt;2;1;1;1;265;328;259
14335;2010;2011;1;Saturday;21.08.2010;18:30;HSV;Schalke;2;1;1;1;216;335;326
14336;2010;2011;1;Sunday;22.08.2010;15:30;Mainz;Stuttgart;2;0;1;1;306;331;227
14337;2010;2011;1;Sunday;22.08.2010;17:30;Dortmund;Leverkusen;0;2;1;1;227;335;305
14338;2010;2011;2;Friday;27.08.2010;20:30;Klautern;Bayern;2;0;2;6;691;425;145
14339;2010;2011;2;Saturday;28.08.2010;15:30;Schalke;Hannover;1;2;11;6;138;448;813
14340;2010;2011;2;Saturday;28.08.2010;15:30;Bremen;Koeln;4;2;18;14;139;458;765
14341;2010;2011;2;Saturday;28.08.2010;15:30;Wolfsburg;Mainz;3;4;11;4;153;410;584
14342;2010;2011;2;Saturday;28.08.2010;15:30;Frankfurt;HSV;1;3;11;6;321;335;219
14343;2010;2011;2;Saturday;28.08.2010;15:30;Nuernberg;Freiburg;1;2;9;14;194;334;396
14344;2010;2011;2;Saturday;28.08.2010;18:30;St. Pauli;Hoffenheim;0;1;2;1;307;337;225
14345;2010;2011;2;Sunday;29.08.2010;15:30;Leverkusen;Gladbach;3;6;4;9;137;467;795
14346;2010;2011;2;Sunday;29.08.2010;17:30;Stuttgart;Dortmund;1;3;16;16;247;328;281
14347;2010;2011;3;Friday;10.09.2010;20:30;Hoffenheim;Schalke;2;0;1;15;235;330;297
14348;2010;2011;3;Saturday;11.09.2010;15:30;Dortmund;Wolfsburg;2;0;8;14;198;351;367
14349;2010;2011;3;Saturday;11.09.2010;15:30;HSV;Nuernberg;1;1;4;13;137;468;831
14350;2010;2011;3;Saturday;11.09.2010;15:30;Gladbach;Frankfurt;0;4;6;16;200;348;360
14351;2010;2011;3;Saturday;11.09.2010;15:30;Freiburg;Stuttgart;2;1;11;18;333;336;215
14352;2010;2011;3;Saturday;11.09.2010;15:30;Hannover;Leverkusen;2;2;5;9;398;357;189
14353;2010;2011;3;Saturday;11.09.2010;18:30;Bayern;Bremen;0;0;12;9;149;422;639
14354;2010;2011;3;Sunday;12.09.2010;15:30;Mainz;Klautern;2;1;3;1;217;336;328
14355;2010;2011;3;Sunday;12.09.2010;17:30;Koeln;St. Pauli;1;0;17;7;220;333;323
14356;2010;2011;4;Friday;17.09.2010;20:30;Frankfurt;Freiburg;0;1;12;7;175;357;458
14357;2010;2011;4;Saturday;18.09.2010;15:30;Bayern;Koeln;0;0;11;14;122;617;1191
14358;2010;2011;4;Saturday;18.09.2010;15:30;Bremen;Mainz;0;2;10;2;152;424;590
14359;2010;2011;4;Saturday;18.09.2010;15:30;Stuttgart;Gladbach;7;0;18;8;188;348;408
14360;2010;2011;4;Saturday;18.09.2010;15:30;Wolfsburg;Hannover;2;0;16;4;153;419;588
14361;2010;2011;4;Saturday;18.09.2010;15:30;Klautern;Hoffenheim;2;2;5;1;287;334;240
14362;2010;2011;4;Sunday;19.09.2010;15:30;St. Pauli;HSV;1;1;13;3;372;344;198
14363;2010;2011;4;Sunday;19.09.2010;17:30;Schalke;Dortmund;1;3;17;6;231;328;308
14364;2010;2011;4;Sunday;19.09.2010;17:30;Leverkusen;Nuernberg;0;0;8;15;143;440;717
14365;2010;2011;5;Tuesday;21.09.2010;20:00;Mainz;Koeln;2;0;1;12;175;354;470
14366;2010;2011;5;Tuesday;21.09.2010;20:00;Hoffenheim;Bayern;1;2;2;9;369;341;201
14367;2010;2011;5;Tuesday;21.09.2010;20:00;Hannover;Bremen;4;1;7;11;341;354;205
14368;2010;2011;5;Wednesday;22.09.2010;20:00;Leverkusen;Frankfurt;2;1;8;15;181;349;445
14369;2010;2011;5;Wednesday;22.09.2010;20:00;Dortmund;Klautern;5;0;3;6;152;394;647
14370;2010;2011;5;Wednesday;22.09.2010;20:00;HSV;Wolfsburg;1;3;5;17;201;342;365
14371;2010;2011;5;Wednesday;22.09.2010;20:00;Gladbach;St. Pauli;1;2;13;10;212;340;336
14372;2010;2011;5;Wednesday;22.09.2010;20:00;Freiburg;Schalke;1;2;4;18;293;329;238
14373;2010;2011;5;Wednesday;22.09.2010;20:00;Nuernberg;Stuttgart;2;1;16;14;317;330;224
14374;2010;2011;6;Friday;24.09.2010;20:30;Koeln;Hoffenheim;1;1;13;3;331;331;217
14375;2010;2011;6;Saturday;25.09.2010;15:30;Bayern;Mainz;1;2;8;1;147;417;688
14376;2010;2011;6;Saturday;25.09.2010;15:30;Schalke;Gladbach;2;2;18;15;152;401;653
14377;2010;2011;6;Saturday;25.09.2010;15:30;Stuttgart;Leverkusen;1;4;16;7;219;341;320
14378;2010;2011;6;Saturday;25.09.2010;15:30;Frankfurt;Nuernberg;2;0;17;12;208;338;347
14379;2010;2011;6;Saturday;25.09.2010;15:30;St. Pauli;Dortmund;1;3;9;2;467;354;176
14380;2010;2011;6;Saturday;25.09.2010;18:30;Bremen;HSV;3;2;14;6;235;333;296
14381;2010;2011;6;Sunday;26.09.2010;15:30;Wolfsburg;Freiburg;2;1;11;5;151;416;615
14382;2010;2011;6;Sunday;26.09.2010;17:30;Klautern;Hannover;0;1;10;4;220;334;322
14383;2010;2011;7;Friday;01.10.2010;20:30;Hannover;St. Pauli;0;1;3;10;204;338;351
14384;2010;2011;7;Saturday;02.10.2010;15:30;HSV;Klautern;2;1;8;11;154;392;607
14385;2010;2011;7;Saturday;02.10.2010;15:30;Mainz;Hoffenheim;4;2;1;4;227;331;309
14386;2010;2011;7;Saturday;02.10.2010;15:30;Gladbach;Wolfsburg;1;1;16;6;327;345;211
14387;2010;2011;7;Saturday;02.10.2010;15:30;Freiburg;Koeln;3;2;7;15;221;330;323
14388;2010;2011;7;Saturday;02.10.2010;15:30;Nuernberg;Schalke;2;1;14;17;291;330;238
14389;2010;2011;7;Sunday;03.10.2010;15:30;Stuttgart;Frankfurt;1;2;18;13;188;346;410
14390;2010;2011;7;Sunday;03.10.2010;17:30;Dortmund;Bayern;2;0;2;9;248;334;272
14391;2010;2011;7;Sunday;03.10.2010;17:45;Leverkusen;Bremen;2;2;5;12;202;348;354
14392;2010;2011;8;Friday;15.10.2010;20:30;Koeln;Dortmund;1;2;16;2;483;358;173
14393;2010;2011;8;Saturday;16.10.2010;15:30;Bayern;Hannover;3;0;12;3;141;455;761
14394;2010;2011;8;Saturday;16.10.2010;15:30;Schalke;Stuttgart;2;2;17;18;210;339;339
14395;2010;2011;8;Saturday;16.10.2010;15:30;Bremen;Freiburg;2;1;13;5;145;441;664
14396;2010;2011;8;Saturday;16.10.2010;15:30;Mainz;HSV;0;1;1;7;226;333;310
14397;2010;2011;8;Saturday;16.10.2010;15:30;St. Pauli;Nuernberg;3;2;9;11;220;329;329
14398;2010;2011;8;Saturday;16.10.2010;18:30;Wolfsburg;Leverkusen;2;3;8;4;248;343;271
14399;2010;2011;8;Sunday;17.10.2010;15:30;Klautern;Frankfurt;0;3;14;10;237;332;294
14400;2010;2011;8;Sunday;17.10.2010;17:30;Hoffenheim;Gladbach;3;2;6;15;158;415;527
14401;2010;2011;9;Friday;22.10.2010;20:30;HSV;Bayern;0;0;5;10;265;333;260
14402;2010;2011;9;Saturday;23.10.2010;15:30;Frankfurt;Schalke;0;0;8;16;250;339;274
14403;2010;2011;9;Saturday;23.10.2010;15:30;Gladbach;Bremen;1;4;15;11;343;358;203
14404;2010;2011;9;Saturday;23.10.2010;15:30;Freiburg;Klautern;2;1;9;14;221;336;321
14405;2010;2011;9;Saturday;23.10.2010;15:30;Hannover;Koeln;2;1;7;17;207;340;351
14406;2010;2011;9;Saturday;23.10.2010;15:30;Nuernberg;Wolfsburg;2;1;13;12;261;335;262
14407;2010;2011;9;Sunday;24.10.2010;15:30;Dortmund;Hoffenheim;1;1;1;4;160;389;551
14408;2010;2011;9;Sunday;24.10.2010;17:30;Leverkusen;Mainz;0;1;3;2;181;361;425
14409;2010;2011;9;Sunday;24.10.2010;17:30;Stuttgart;St. Pauli;2;0;18;6;161;391;536
14410;2010;2011;10;Friday;29.10.2010;20:30;Bayern;Freiburg;4;2;11;7;130;516;1010
14411;2010;2011;10;Saturday;30.10.2010;15:30;Bremen;Nuernberg;2;3;8;12;151;420;609
14412;2010;2011;10;Saturday;30.10.2010;15:30;Wolfsburg;Stuttgart;2;0;13;14;208;347;338
14413;2010;2011;10;Saturday;30.10.2010;15:30;Koeln;HSV;3;2;18;6;319;336;222
14414;2010;2011;10;Saturday;30.10.2010;15:30;Klautern;Gladbach;3;0;15;17;203;352;349
14415;2010;2011;10;Saturday;30.10.2010;15:30;St. Pauli;Frankfurt;1;3;10;9;236;342;289
14416;2010;2011;10;Saturday;30.10.2010;18:30;Schalke;Leverkusen;0;1;16;5;252;331;273
14417;2010;2011;10;Sunday;31.10.2010;15:30;Mainz;Dortmund;0;2;1;2;290;328;241
14418;2010;2011;10;Sunday;31.10.2010;17:30;Hoffenheim;Hannover;4;0;4;3;165;376;526
14419;2010;2011;11;Friday;05.11.2010;20:30;Schalke;St. Pauli;3;0;17;13;166;374;520
14420;2010;2011;11;Saturday;06.11.2010;15:30;HSV;Hoffenheim;2;1;8;3;197;351;371
14421;2010;2011;11;Saturday;06.11.2010;15:30;Frankfurt;Wolfsburg;3;1;5;12;221;355;302
14422;2010;2011;11;Saturday;06.11.2010;15:30;Gladbach;Bayern;3;3;18;7;646;404;152
14423;2010;2011;11;Saturday;06.11.2010;15:30;Freiburg;Mainz;1;0;10;2;291;333;239
14424;2010;2011;11;Saturday;06.11.2010;15:30;Nuernberg;Koeln;3;1;9;15;188;349;410
14425;2010;2011;11;Sunday;07.11.2010;15:30;Hannover;Dortmund;0;4;6;1;492;384;167
14426;2010;2011;11;Sunday;07.11.2010;17:30;Leverkusen;Klautern;3;1;4;14;147;429;656
14427;2010;2011;11;Sunday;07.11.2010;17:30;Stuttgart;Bremen;6;0;16;11;222;343;310
14428;2010;2011;12;Friday;12.11.2010;20:30;Dortmund;HSV;2;0;1;6;167;374;505
14429;2010;2011;12;Saturday;13.11.2010;15:30;Bremen;Frankfurt;0;0;11;4;194;358;369
14430;2010;2011;12;Saturday;13.11.2010;15:30;Wolfsburg;Schalke;2;2;12;16;218;345;319
14431;2010;2011;12;Saturday;13.11.2010;15:30;Koeln;Gladbach;0;4;17;18;208;347;336
14432;2010;2011;12;Saturday;13.11.2010;15:30;Klautern;Stuttgart;3;3;15;14;310;341;221
14433;2010;2011;12;Saturday;13.11.2010;15:30;St. Pauli;Leverkusen;0;1;13;3;371;343;199
14434;2010;2011;12;Saturday;13.11.2010;18:30;Mainz;Hannover;0;1;2;10;158;378;605
14435;2010;2011;12;Sunday;14.11.2010;15:30;Hoffenheim;Freiburg;0;1;5;8;169;364;506
14436;2010;2011;12;Sunday;14.11.2010;17:30;Bayern;Nuernberg;3;0;9;6;136;469;880
14437;2010;2011;13;Saturday;20.11.2010;15:30;Schalke;Bremen;4;0;16;11;213;339;335
14438;2010;2011;13;Saturday;20.11.2010;15:30;Frankfurt;Hoffenheim;0;4;5;8;221;336;319
14439;2010;2011;13;Saturday;20.11.2010;15:30;Gladbach;Mainz;2;3;17;3;241;333;287
14440;2010;2011;13;Saturday;20.11.2010;15:30;Freiburg;Dortmund;1;2;4;1;495;361;171
14441;2010;2011;13;Saturday;20.11.2010;15:30;Hannover;HSV;3;2;7;9;319;336;221
14442;2010;2011;13;Saturday;20.11.2010;15:30;Nuernberg;Klautern;1;3;10;15;199;341;374
14443;2010;2011;13;Saturday;20.11.2010;18:30;Leverkusen;Bayern;1;1;2;6;285;338;240
14444;2010;2011;13;Sunday;21.11.2010;15:30;Stuttgart;Koeln;0;1;14;18;148;426;641
14445;2010;2011;13;Sunday;21.11.2010;17:30;St. Pauli;Wolfsburg;1;1;13;12;287;343;236
14446;2010;2011;14;Friday;26.11.2010;20:30;Mainz;Nuernberg;3;0;2;10;183;345;442
14447;2010;2011;14;Saturday;27.11.2010;15:30;Bayern;Frankfurt;4;1;8;7;132;500;967
14448;2010;2011;14;Saturday;27.11.2010;15:30;HSV;Stuttgart;4;2;9;16;203;347;348
14449;2010;2011;14;Saturday;27.11.2010;15:30;Hoffenheim;Leverkusen;2;2;5;3;266;331;259
14450;2010;2011;14;Saturday;27.11.2010;15:30;Hannover;Freiburg;3;0;4;6;217;330;336
14451;2010;2011;14;Saturday;27.11.2010;15:30;Klautern;Schalke;5;0;13;15;313;338;223
14452;2010;2011;14;Saturday;27.11.2010;18:30;Dortmund;Gladbach;4;1;1;18;125;603;1072
14453;2010;2011;14;Sunday;28.11.2010;15:30;Bremen;St. Pauli;3;0;12;14;175;375;439
14454;2010;2011;14;Sunday;28.11.2010;17:30;Koeln;Wolfsburg;1;1;17;11;267;334;257
14455;2010;2011;15;Friday;03.12.2010;20:30;St. Pauli;Klautern;1;0;14;12;232;341;296
14456;2010;2011;15;Saturday;04.12.2010;15:30;Stuttgart;Hoffenheim;1;1;17;6;217;348;319
14457;2010;2011;15;Saturday;04.12.2010;15:30;Wolfsburg;Bremen;0;0;13;11;198;363;353
14458;2010;2011;15;Saturday;04.12.2010;15:30;Frankfurt;Mainz;2;1;9;2;239;325;297
14459;2010;2011;15;Saturday;04.12.2010;15:30;Gladbach;Hannover;1;2;18;4;216;350;320
14460;2010;2011;15;Saturday;04.12.2010;15:30;Freiburg;HSV;1;0;8;7;277;330;251
14461;2010;2011;15;Saturday;04.12.2010;18:30;Schalke;Bayern;2;0;15;5;373;357;194
14462;2010;2011;15;Sunday;05.12.2010;15:30;Leverkusen;Koeln;3;2;3;16;149;408;660
14463;2010;2011;15;Sunday;05.12.2010;17:30;Nuernberg;Dortmund;0;2;10;1;476;368;172
14464;2010;2011;16;Friday;10.12.2010;20:30;Hannover;Stuttgart;2;1;4;16;256;345;261
14465;2010;2011;16;Saturday;11.12.2010;15:30;Bayern;St. Pauli;3;0;7;14;121;633;1277
14466;2010;2011;16;Saturday;11.12.2010;15:30;HSV;Leverkusen;2;4;9;3;232;340;297
14467;2010;2011;16;Saturday;11.12.2010;15:30;Hoffenheim;Nuernberg;1;1;6;11;165;369;538
14468;2010;2011;16;Saturday;11.12.2010;15:30;Koeln;Frankfurt;1;0;17;8;220;344;314
14469;2010;2011;16;Saturday;11.12.2010;15:30;Klautern;Wolfsburg;0;0;12;13;221;344;313
14470;2010;2011;16;Saturday;11.12.2010;18:30;Dortmund;Bremen;2;0;1;10;156;412;560
14471;2010;2011;16;Sunday;12.12.2010;15:30;Freiburg;Gladbach;3;0;5;18;183;356;422
14472;2010;2011;16;Sunday;12.12.2010;17:30;Mainz;Schalke;0;1;2;15;256;329;270
14473;2010;2011;17;Friday;17.12.2010;20:30;Gladbach;HSV;1;2;18;9;334;352;208
14474;2010;2011;17;Saturday;18.12.2010;15:30;Schalke;Koeln;3;0;10;16;151;396;677
14475;2010;2011;17;Saturday;18.12.2010;15:30;Bremen;Klautern;1;2;12;13;171;367;486
14476;2010;2011;17;Saturday;18.12.2010;15:30;Wolfsburg;Hoffenheim;2;2;14;7;221;343;314
14477;2010;2011;17;Saturday;18.12.2010;15:30;Frankfurt;Dortmund;1;0;8;1;490;379;168
14478;2010;2011;17;Saturday;18.12.2010;15:30;Nuernberg;Hannover;3;1;11;3;211;344;333
14479;2010;2011;17;Saturday;18.12.2010;18:30;St. Pauli;Mainz;2;4;15;4;243;325;291
14480;2010;2011;17;Sunday;19.12.2010;15:30;Leverkusen;Freiburg;2;2;2;5;137;474;829
14481;2010;2011;17;Sunday;19.12.2010;17:30;Stuttgart;Bayern;3;5;17;6;416;368;182
14482;2010;2011;18;Friday;14.01.2011;20:30;Leverkusen;Dortmund;1;3;3;1;243;329;286
14483;2010;2011;18;Saturday;15.01.2011;15:30;Bremen;Hoffenheim;2;1;14;8;192;356;381
14484;2010;2011;18;Saturday;15.01.2011;15:30;Stuttgart;Mainz;1;0;17;2;187;353;405
14485;2010;2011;18;Saturday;15.01.2011;15:30;Wolfsburg;Bayern;1;1;13;5;523;384;164
14486;2010;2011;18;Saturday;15.01.2011;15:30;Nuernberg;Gladbach;0;1;11;18;189;364;383
14487;2010;2011;18;Saturday;15.01.2011;15:30;St. Pauli;Freiburg;2;2;15;6;228;340;302
14488;2010;2011;18;Saturday;15.01.2011;18:30;Schalke;HSV;0;1;10;9;201;344;365
14489;2010;2011;18;Sunday;16.01.2011;15:30;Frankfurt;Hannover;0;3;7;4;201;344;365
14490;2010;2011;18;Sunday;16.01.2011;17:30;Klautern;Koeln;1;1;12;16;181;361;427
14491;2010;2011;19;Friday;21.01.2011;20:30;HSV;Frankfurt;1;0;7;8;151;410;636
14492;2010;2011;19;Saturday;22.01.2011;15:30;Bayern;Klautern;5;1;5;10;126;567;1092
14493;2010;2011;19;Saturday;22.01.2011;15:30;Dortmund;Stuttgart;1;1;1;17;148;438;641
14494;2010;2011;19;Saturday;22.01.2011;15:30;Mainz;Wolfsburg;0;1;3;14;215;328;337
14495;2010;2011;19;Saturday;22.01.2011;15:30;Freiburg;Nuernberg;1;1;6;12;235;329;299
14496;2010;2011;19;Saturday;22.01.2011;15:30;Hannover;Schalke;0;1;2;11;270;343;248
14497;2010;2011;19;Saturday;22.01.2011;18:30;Koeln;Bremen;3;0;16;13;329;350;210
14498;2010;2011;19;Sunday;23.01.2011;15:30;Gladbach;Leverkusen;1;3;18;4;415;377;180
14499;2010;2011;19;Sunday;23.01.2011;17:30;Hoffenheim;St. Pauli;2;2;9;15;164;378;532
14500;2010;2011;20;Friday;28.01.2011;20:30;Leverkusen;Hannover;2;0;2;3;151;406;632
14501;2010;2011;20;Saturday;29.01.2011;15:30;Schalke;Hoffenheim;0;1;10;8;181;349;446
14502;2010;2011;20;Saturday;29.01.2011;15:30;Bremen;Bayern;1;3;14;4;461;384;171
14503;2010;2011;20;Saturday;29.01.2011;15:30;Wolfsburg;Dortmund;0;3;11;1;407;358;186
14504;2010;2011;20;Saturday;29.01.2011;15:30;Nuernberg;HSV;2;0;12;6;306;328;232
14505;2010;2011;20;Saturday;29.01.2011;15:30;St. Pauli;Koeln;3;0;16;15;211;338;343
14506;2010;2011;20;Saturday;29.01.2011;18:30;Klautern;Mainz;0;1;13;5;227;326;317
14507;2010;2011;20;Sunday;30.01.2011;15:30;Stuttgart;Freiburg;0;1;17;7;166;376;508
14508;2010;2011;20;Sunday;30.01.2011;17:30;Frankfurt;Gladbach;0;1;9;18;191;356;386
14509;2010;2011;21;Friday;04.02.2011;20:30;Dortmund;Schalke;0;0;1;11;167;378;508
14510;2010;2011;21;Saturday;05.02.2011;15:30;Mainz;Bremen;1;1;4;15;229;337;302
14511;2010;2011;21;Saturday;05.02.2011;15:30;Hoffenheim;Klautern;3;2;8;13;179;357;443
14512;2010;2011;21;Saturday;05.02.2011;15:30;Koeln;Bayern;3;2;16;3;642;431;146
14513;2010;2011;21;Saturday;05.02.2011;15:30;Hannover;Wolfsburg;1;0;5;12;260;337;260
14514;2010;2011;21;Saturday;05.02.2011;15:30;Nuernberg;Leverkusen;1;0;10;2;350;338;207
14515;2010;2011;21;Saturday;05.02.2011;18:30;Gladbach;Stuttgart;2;3;18;17;276;340;246
14516;2010;2011;21;Sunday;06.02.2011;17:30;Freiburg;Frankfurt;0;0;6;9;213;336;337
14517;2010;2011;21;Wednesday;16.02.2011;18:45;HSV;St. Pauli;0;1;7;14;168;372;498
14518;2010;2011;22;Saturday;12.02.2011;15:30;Bayern;Hoffenheim;4;0;5;7;135;488;860
14519;2010;2011;22;Saturday;12.02.2011;15:30;Schalke;Freiburg;1;0;11;6;170;361;505
14520;2010;2011;22;Saturday;12.02.2011;15:30;Stuttgart;Nuernberg;1;4;17;9;183;355;425
14521;2010;2011;22;Saturday;12.02.2011;15:30;Wolfsburg;HSV;0;1;12;8;241;335;281
14522;2010;2011;22;Saturday;12.02.2011;15:30;Frankfurt;Leverkusen;0;3;10;2;336;340;211
14523;2010;2011;22;Saturday;12.02.2011;15:30;St. Pauli;Gladbach;3;1;15;18;195;353;369
14524;2010;2011;22;Saturday;12.02.2011;18:30;Klautern;Dortmund;1;1;14;1;524;390;163
14525;2010;2011;22;Sunday;13.02.2011;15:30;Koeln;Mainz;4;2;16;3;253;329;275
14526;2010;2011;22;Sunday;13.02.2011;17:30;Bremen;Hannover;1;1;13;4;177;373;437
14527;2010;2011;23;Friday;18.02.2011;20:45;Nuernberg;Frankfurt;3;0;9;12;195;348;379
14528;2010;2011;23;Saturday;19.02.2011;15:30;Dortmund;St. Pauli;2;0;1;11;129;533;1047
14529;2010;2011;23;Saturday;19.02.2011;15:30;HSV;Bremen;4;0;7;14;186;360;403
14530;2010;2011;23;Saturday;19.02.2011;15:30;Hoffenheim;Koeln;1;1;8;13;184;361;410
14531;2010;2011;23;Saturday;19.02.2011;15:30;Freiburg;Wolfsburg;2;1;6;15;223;336;317
14532;2010;2011;23;Saturday;19.02.2011;15:30;Hannover;Klautern;3;0;4;16;205;341;355
14533;2010;2011;23;Saturday;19.02.2011;18:30;Mainz;Bayern;1;3;5;3;526;396;161
14534;2010;2011;23;Sunday;20.02.2011;15:30;Leverkusen;Stuttgart;4;2;2;17;157;410;540
14535;2010;2011;23;Sunday;20.02.2011;17:30;Gladbach;Schalke;2;1;18;10;355;347;202
14536;2010;2011;24;Friday;25.02.2011;20:30;Wolfsburg;Gladbach;2;1;15;18;181;365;423
14537;2010;2011;24;Saturday;26.02.2011;15:30;Schalke;Nuernberg;1;1;10;8;189;340;419
14538;2010;2011;24;Saturday;26.02.2011;15:30;Hoffenheim;Mainz;1;2;9;5;199;347;367
14539;2010;2011;24;Saturday;26.02.2011;15:30;Koeln;Freiburg;1;0;13;6;214;339;336
14540;2010;2011;24;Saturday;26.02.2011;15:30;Klautern;HSV;1;1;16;7;291;336;237
14541;2010;2011;24;Saturday;26.02.2011;15:30;St. Pauli;Hannover;0;1;11;4;235;338;291
14542;2010;2011;24;Saturday;26.02.2011;18:30;Bayern;Dortmund;1;3;3;1;180;370;424
14543;2010;2011;24;Sunday;27.02.2011;15:30;Frankfurt;Stuttgart;0;2;12;17;271;339;250
14544;2010;2011;24;Sunday;27.02.2011;17:30;Bremen;Leverkusen;2;2;14;2;303;354;222
14545;2010;2011;25;Friday;04.03.2011;20:30;Dortmund;Koeln;1;0;1;11;131;514;950
14546;2010;2011;25;Saturday;05.03.2011;15:30;Stuttgart;Schalke;1;0;17;10;217;344;321
14547;2010;2011;25;Saturday;05.03.2011;15:30;Frankfurt;Klautern;0;0;13;16;225;334;313
14548;2010;2011;25;Saturday;05.03.2011;15:30;Gladbach;Hoffenheim;2;0;18;9;256;343;261
14549;2010;2011;25;Saturday;05.03.2011;15:30;Hannover;Bayern;3;1;3;4;515;397;161
14550;2010;2011;25;Saturday;05.03.2011;15:30;Nuernberg;St. Pauli;5;0;8;12;172;368;466
14551;2010;2011;25;Saturday;05.03.2011;18:30;Leverkusen;Wolfsburg;3;0;2;14;171;366;485
14552;2010;2011;25;Sunday;06.03.2011;15:30;Freiburg;Bremen;1;3;7;15;257;344;259
14553;2010;2011;25;Sunday;06.03.2011;17:30;HSV;Mainz;2;4;6;5;177;363;447
14554;2010;2011;26;Friday;11.03.2011;20:30;Koeln;Hannover;4;0;11;3;239;336;289
14555;2010;2011;26;Saturday;12.03.2011;15:30;Bayern;HSV;6;0;5;7;145;444;672
14556;2010;2011;26;Saturday;12.03.2011;15:30;Schalke;Frankfurt;2;1;10;12;168;362;524
14557;2010;2011;26;Saturday;12.03.2011;15:30;Wolfsburg;Nuernberg;1;2;15;6;229;336;303
14558;2010;2011;26;Saturday;12.03.2011;15:30;Hoffenheim;Dortmund;1;0;9;1;432;358;181
14559;2010;2011;26;Saturday;12.03.2011;15:30;Klautern;Freiburg;2;1;17;8;192;348;390
14560;2010;2011;26;Saturday;12.03.2011;18:30;Bremen;Gladbach;1;1;14;18;166;390;492
14561;2010;2011;26;Sunday;13.03.2011;15:30;Mainz;Leverkusen;0;1;4;2;287;331;242
14562;2010;2011;26;Sunday;13.03.2011;17:30;St. Pauli;Stuttgart;1;2;13;16;299;351;225
14563;2010;2011;27;Friday;18.03.2011;20:30;Gladbach;Klautern;0;1;18;14;220;346;312
14564;2010;2011;27;Saturday;19.03.2011;15:30;HSV;Koeln;6;2;8;11;172;382;457
14565;2010;2011;27;Saturday;19.03.2011;15:30;Frankfurt;St. Pauli;2;1;15;16;197;345;379
14566;2010;2011;27;Saturday;19.03.2011;15:30;Freiburg;Bayern;1;2;7;4;606;424;151
14567;2010;2011;27;Saturday;19.03.2011;15:30;Hannover;Hoffenheim;2;0;3;9;224;344;307
14568;2010;2011;27;Saturday;19.03.2011;15:30;Nuernberg;Bremen;1;3;6;12;210;356;325
14569;2010;2011;27;Saturday;19.03.2011;18:30;Dortmund;Mainz;1;1;1;5;141;446;769
14570;2010;2011;27;Sunday;20.03.2011;15:30;Leverkusen;Schalke;2;0;2;10;178;362;446
14571;2010;2011;27;Sunday;20.03.2011;17:30;Stuttgart;Wolfsburg;1;1;13;17;211;346;332
14572;2010;2011;28;Friday;01.04.2011;20:30;St. Pauli;Schalke;0;2;16;10;329;339;215
14573;2010;2011;28;Saturday;02.04.2011;15:30;Bayern;Gladbach;1;0;4;18;116;723;1487
14574;2010;2011;28;Saturday;02.04.2011;15:30;Bremen;Stuttgart;1;1;12;15;211;353;325
14575;2010;2011;28;Saturday;02.04.2011;15:30;Dortmund;Hannover;4;1;1;3;140;457;770
14576;2010;2011;28;Saturday;02.04.2011;15:30;Mainz;Freiburg;1;1;5;8;181;356;430
14577;2010;2011;28;Saturday;02.04.2011;15:30;Klautern;Leverkusen;0;1;13;2;374;348;196
14578;2010;2011;28;Saturday;02.04.2011;18:30;Hoffenheim;HSV;0;0;9;7;233;345;291
14579;2010;2011;28;Sunday;03.04.2011;15:30;Koeln;Nuernberg;1;0;11;6;233;344;290
14580;2010;2011;28;Sunday;03.04.2011;17:30;Wolfsburg;Frankfurt;1;1;17;14;159;397;542
14581;2010;2011;29;Friday;08.04.2011;20:30;Frankfurt;Bremen;1;1;13;12;282;339;240
14582;2010;2011;29;Saturday;09.04.2011;15:30;Schalke;Wolfsburg;1;0;10;16;214;341;328
14583;2010;2011;29;Saturday;09.04.2011;15:30;HSV;Dortmund;1;1;7;1;347;356;202
14584;2010;2011;29;Saturday;09.04.2011;15:30;Freiburg;Hoffenheim;3;2;8;9;253;337;267
14585;2010;2011;29;Saturday;09.04.2011;15:30;Hannover;Mainz;2;0;4;5;214;340;331
14586;2010;2011;29;Saturday;09.04.2011;15:30;Nuernberg;Bayern;1;1;6;3;480;377;170
14587;2010;2011;29;Saturday;09.04.2011;18:30;Stuttgart;Klautern;2;4;15;14;187;352;409
14588;2010;2011;29;Sunday;10.04.2011;15:30;Gladbach;Koeln;5;1;18;11;231;345;294
14589;2010;2011;29;Sunday;10.04.2011;17:30;Leverkusen;St. Pauli;2;1;2;17;121;632;1255
14590;2010;2011;30;Friday;15.04.2011;20:30;Mainz;Gladbach;1;0;5;18;196;357;365
