SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;tipWin;tipDraw;topLose;Score90Home;Score90Guest;TabelleHome;TabelleGuest;OddsHome;OddsDraw;OddsGuest;MarktwertHome;MarktwertGuest;PreTabelleHome;PreTabelleGuest;AufsteigerHome;AufsteigerGuest;FormHome;FormGuest;tip_1X;tip_12;tip_X2
2020;2021;18;Friday;22.01.2021;20:30;Gladbach;Dortmund;3;3,8;2,15;4;2;7;4;325;372;216;343,13;615,2;4;2;0;0;7;4;1,7;1,25;1,37
2020;2021;18;Saturday;23.01.2021;15:30;Leverkusen;Wolfsburg;2,05;3,5;3,5;0;1;3;5;206;369;356;347,45;216,55;5;7;0;0;4;5;1,3;1,3;1,75
2020;2021;18;Saturday;23.01.2021;15:30;Freiburg;Stuttgart;2,65;3,6;2,45;2;1;9;10;263;376;255;109,9;103,45;8;18;0;1;4;4;1,52;1,27;1,45
2020;2021;18;Saturday;23.01.2021;15:30;Mainz;Leipzig;6,5;4,7;1,45;3;2;17;2;735;476;144;80,55;552,48;13;3;0;0;1;4;2,75;1,18;1,11
2020;2021;18;Saturday;23.01.2021;15:30;Augsburg;Union;3,4;3,4;2,1;2;1;12;6;365;347;211;104,88;62,9;15;11;0;0;0;4;1,7;1,3;1,3
2020;2021;18;Saturday;23.01.2021;15:30;Bielefeld;Frankfurt;4,7;3,9;1,7;1;5;15;8;452;386;179;45,15;198,05;17;9;1;0;7;7;2,15;1,25;1,18
2020;2021;18;Saturday;23.01.2021;18:30;Hertha;Bremen;2,1;3,5;3,4;1;4;14;13;219;350;338;252,18;106,6;10;16;0;0;1;4;1,32;1,3;1,7
2020;2021;18;Sunday;24.01.2021;15:30;Schalke;Bayern;12;8;1,17;0;4;18;1;1301;804;119;158,6;893,5;12;1;0;0;3;6;4,7;1,07;1,02
2020;2021;18;Sunday;24.01.2021;18:00;Hoffenheim;Koeln;1,85;3,7;4,1;3;0;11;16;187;359;445;236,33;99,6;6;14;0;0;4;4;1,22;1,27;1,95
