SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;tipWin;tipDraw;topLose;Score90Home;Score90Guest;TabelleHome;TabelleGuest;OddsHome;OddsDraw;OddsGuest;MarktwertHome;MarktwertGuest;PreTabelleHome;PreTabelleGuest;AufsteigerHome;AufsteigerGuest;FormHome;FormGuest;tip_1X;tip_12;tip_X2
2020;2021;20;Friday;05.02.2021;20:30;Hertha;Bayern;8,5;6,3;1,27;0;1;15;1;870;635;131;258,68;879,5;10;1;0;0;0;9;3,6;1,1;1,06
2020;2021;20;Saturday;06.02.2021;15:30;Leverkusen;Stuttgart;1,95;3,8;3,5;5;2;5;10;201;380;364;363,45;102,05;5;18;0;1;3;3;1,3;1,25;1,8
2020;2021;20;Saturday;06.02.2021;15:30;Freiburg;Dortmund;5;4,2;1,6;2;1;9;6;523;430;163;108,5;615,2;8;2;0;0;4;3;2,3;1,2;1,16
2020;2021;20;Saturday;06.02.2021;15:30;Schalke;Leipzig;9;5,5;1,3;0;3;18;2;946;541;134;152,1;552,08;12;3;0;0;1;6;3,4;1,14;1,05
2020;2021;20;Saturday;06.02.2021;15:30;Mainz;Union;3;3,4;2,3;1;0;17;8;318;341;232;88,55;64,6;13;11;0;0;3;1;1,6;1,3;1,37
2020;2021;20;Saturday;06.02.2021;15:30;Augsburg;Wolfsburg;4,5;3,5;1,8;0;2;13;3;466;359;183;109,9;203,75;15;7;0;0;3;9;1,95;1,27;1,18
2020;2021;20;Saturday;06.02.2021;18:30;Gladbach;Koeln;1,47;4,4;6,5;1;2;7;14;150;448;672;337,13;110,8;4;14;0;0;7;6;1,1;1,2;2,6
2020;2021;20;Sunday;07.02.2021;15:30;Hoffenheim;Frankfurt;2,9;3,7;2,25;1;3;12;4;296;388;226;234,83;191,05;6;9;0;0;6;7;1,65;1,27;1,4
2020;2021;20;Sunday;07.02.2021;18:00;Bielefeld;Bremen;1;1;1;;;16;11;306;325;247;52,05;101,65;17;16;1;0;3;4;1;1;1
